municipio_6,ano,populacao,nome_municipio,qtd_internacoes_uti,qtd_internacoes_icsap_uti,soma_val_tot,soma_dias_perm,qtd_estabelecimentos_media,qtd_leitos_existentes_media,qtd_leitos_sus_media,siops_dotacao_atualizada,siops_despesa_empenhada,siops_despesa_liquidada,siops_despesa_paga
351519,2023,4157,Espírito Santo do Turvo - SP,34,2,294958.55,357,5.0,,,7222540.58,7078498.66,7023970.76,6968719.37
351520,2023,9417,Estrela d'Oeste - SP,87,15,720578.96,864,28.0,49.833333333333336,43.833333333333336,11717912.13,10956697.38,10628735.47,10549773.48
351530,2023,2703,Estrela do Norte - SP,12,2,52882.59,117,2.0,,,3527701.74,3204247.12,3068563.05,2937364.04
351535,2023,7924,Euclides da Cunha Paulista - SP,26,3,279876.0,246,15.88888888888889,,,5921032.14,5361221.21,5357555.45,5272643.73
351540,2023,16641,Fartura - SP,60,5,644908.85,725,35.63636363636363,20.0,12.0,18180589.69,17246530.33,16892663.88,16142018.45
351550,2023,71186,Fernandópolis - SP,808,145,5815681.72,7581,478.5,145.0,93.0,53812966.88,50191404.29,49758721.75,48390599.81
351560,2023,5942,Fernando Prestes - SP,39,5,364384.65,400,9.0,,,9392044.65,9174898.78,8920784.6,8852884.58
351565,2023,1656,Fernão - SP,13,3,149703.88,148,3.0,,,5468600.0,5024745.79,5024745.79,5024745.79
351570,2023,179198,Ferraz de Vasconcelos - SP,700,92,6277412.87,8568,67.33333333333333,266.0,236.0,57886634.24,53423829.45,52140566.94,51970170.41
351580,2023,1487,Flora Rica - SP,15,4,70089.94,127,3.0,,,3530800.0,3494519.95,3472086.11,3443239.41
351590,2023,2733,Floreal - SP,29,2,314936.13,261,3.0,,,4861982.99,4837718.8,4837718.8,4837718.8
351600,2023,12958,Flórida Paulista - SP,87,14,768458.87,1155,18.25,47.0,30.0,12156804.0,9609290.0,9440715.34,10463633.87
351610,2023,3851,Florínea - SP,35,5,187693.79,292,7.0,,,5552666.0,4736208.72,4609051.42,4249729.97
351620,2023,352536,Franca - SP,2078,524,19080584.55,22325,342.4166666666667,655.5,451.0,246491930.6,243781713.44,232806606.29,217676730.07
351630,2023,165139,Francisco Morato - SP,873,180,7123213.05,12821,83.58333333333333,235.0,215.0,46511327.76,45141389.59,44504546.56,44369592.81
351640,2023,144849,Franco da Rocha - SP,669,129,5404402.28,9432,119.83333333333333,499.3333333333333,413.0,93185041.43,86860395.06,74800777.05,68599964.52
351650,2023,2763,Gabriel Monteiro - SP,17,2,141309.24,176,3.0,,,5494810.0,5443078.11,5443078.11,5384967.37
351660,2023,6380,Gália - SP,71,8,581332.37,914,12.916666666666666,45.0,27.0,7712744.91,6506078.66,6438781.02,6379283.41
351670,2023,42110,Garça - SP,500,151,3501947.25,5578,80.08333333333333,280.0,251.0,33507101.35,33343790.61,33125876.58,31191406.01
351680,2023,3252,Gastão Vidigal - SP,24,9,206133.77,184,2.0,,,4477500.0,4075836.1,4070836.1,4066649.3
351685,2023,4702,Gavião Peixoto - SP,19,1,167256.19,215,9.375,,,18184600.0,16637733.82,13953406.35,13746787.46
351690,2023,10312,General Salgado - SP,100,13,1033183.77,1025,21.0,28.0,19.0,10628293.25,10927244.96,10925284.96,10599666.13
351700,2023,10232,Getulina - SP,69,14,457988.62,600,18.5,38.0,36.0,9437972.0,8980500.6,8610786.42,8452081.01
351710,2023,4138,Glicério - SP,36,11,128488.12,205,3.0,,,7583955.44,7110469.08,6077350.75,5981032.82
351720,2023,11239,Guaiçara - SP,126,32,821858.26,1387,14.833333333333334,,,10119660.0,9880858.83,9880858.83,9787470.62
351730,2023,5512,Guaimbê - SP,48,10,448138.47,487,6.0,,,5688592.53,5648319.16,5505996.13,5421688.78
351740,2023,39279,Guaíra - SP,230,38,2135551.69,2419,92.33333333333333,81.0,53.833333333333336,38840708.76,37546588.59,37236288.56,36936648.86
351750,2023,21711,Guapiaçu - SP,288,81,2929494.44,2820,23.083333333333332,,,24313414.34,24058244.71,23689709.49,22669640.69
351760,2023,17071,Guapiara - SP,99,16,589924.73,973,20.0,,,14584305.38,14581305.38,14581305.38,14581305.38
351770,2023,18606,Guará - SP,126,24,860574.66,965,59.25,60.0,52.0,16921981.46,16378258.29,16367688.29,16075224.3
351780,2023,7441,Guaraçaí - SP,60,15,307245.92,406,13.0,23.0,15.0,9868345.9,9689494.31,9501257.08,8999220.41
351790,2023,10350,Guaraci - SP,99,30,529029.26,863,19.0,,,14328834.0,13049341.25,13040534.85,12865013.5
351800,2023,1968,Guarani d'Oeste - SP,32,10,310252.9,402,3.5,,,3603550.0,3549353.36,3549353.36,3367800.52
351810,2023,6427,Guarantã - SP,51,8,622202.86,740,6.0,,,8325546.56,7917869.76,7548194.78,7474444.01
351820,2023,31043,Guararapes - SP,162,38,1402038.3,1861,75.25,74.0,48.0,39205210.2,37329622.33,35987241.04,34933337.96
351830,2023,31236,Guararema - SP,152,25,1079807.68,1805,22.166666666666668,31.0,29.0,46926074.42,42289455.16,40900663.81,40615618.67
351840,2023,118044,Guaratinguetá - SP,1250,413,7243452.15,12876,455.4166666666667,387.1666666666667,219.66666666666666,106379388.55,105609497.35,99332187.8,97792649.31
351850,2023,15013,Guareí - SP,63,9,372993.77999999997,819,17.166666666666668,,,14526456.79,14513409.52,14510981.52,13909031.84
351860,2023,37498,Guariba - SP,197,24,1833735.61,2121,55.833333333333336,63.083333333333336,55.5,33211242.3,32458797.17,31102489.73,31077384.62
351870,2023,287634,Guarujá - SP,2092,512,16703338.94,29395,410.5833333333333,556.0,382.0,334212048.66,334156860.98,331260632.16,320934763.16
351880,2023,1291771,Guarulhos - SP,6533,1527,49581554.69,85063,941.1666666666666,2258.4166666666665,1624.0,938706950.0,919168030.95,890976214.53,874593053.66
351885,2023,7320,Guatapará - SP,50,7,448837.48,450,10.5,,,11087000.0,10503933.77,10288505.44,10277568.37
351890,2023,4246,Guzolândia - SP,26,2,209056.88,219,3.0,,,7557800.0,6783341.0,6783341.0,6783341.0
351900,2023,9125,Herculândia - SP,116,25,734355.31,1371,16.0,58.0,58.0,10547270.0,9706294.52,9653509.8,9515263.29
351905,2023,15094,Holambra - SP,104,11,1213428.65,1450,31.416666666666668,,,26147984.9,25653043.62,25441822.23,25384761.98
351907,2023,236641,Hortolândia - SP,1007,212,9312562.76,14053,203.0,130.08333333333334,98.08333333333333,206576700.0,200729786.77,189681625.15,188137012.56
351910,2023,10437,Iacanga - SP,93,19,566220.95,1023,19.25,30.0,28.0,15097531.33,15057055.35,15046553.56,14915827.86
351920,2023,6131,Iacri - SP,109,24,687095.1,1173,7.0,,,7779933.49,6939639.38,6939639.38,6863891.03
351925,2023,8010,Iaras - SP,40,10,477790.52,544,8.454545454545455,,,9954029.81,9756761.41,9756761.41,9392608.87
351930,2023,32178,Ibaté - SP,282,67,1670066.72,2557,55.083333333333336,37.75,27.0,22855166.99,22491795.29,22207042.78,21926873.22
351940,2023,11690,Ibirá - SP,136,40,1474371.35,1457,21.416666666666668,27.0,9.0,9863068.09,9752921.19,9676486.7,9274392.13
351950,2023,6385,Ibirarema - SP,63,19,367916.01,545,7.0,,,6562525.47,6561549.47,6561549.47,6537646.24
351960,2023,60033,Ibitinga - SP,664,217,3524338.15,5141,167.16666666666666,114.0,58.0,35437966.2,33365640.39,31370992.69,30887468.43
351970,2023,75605,Ibiúna - SP,303,47,2592081.26,3977,58.833333333333336,246.75,70.0,85875577.29,84829425.58,84283848.45,78191993.89
351980,2023,7819,Icém - SP,101,29,958316.31,1004,20.75,,,13305400.0,12676221.51,12409477.84,12167280.46
351990,2023,7619,Iepê - SP,72,16,539415.0599999999,803,25.583333333333332,18.0,18.0,9890800.0,9172289.69,9086429.18,8908867.81
352000,2023,23106,Igaraçu do Tietê - SP,138,22,1171071.32,1786,15.416666666666666,,,15505188.96,15131263.69,14997817.24,14935093.49
352010,2023,26212,Igarapava - SP,124,26,1015659.99,1188,72.91666666666667,44.0,35.5,24426208.06,24131542.0,23833719.33,23510647.32
352020,2023,10605,Igaratá - SP,157,29,963883.73,1795,8.833333333333334,8.0,8.0,10072294.72,9667092.09,9666182.09,8837211.78
352030,2023,29115,Iguape - SP,207,44,1394132.76,2394,30.0,9.0,9.0,22954717.0,22220649.63,22215991.57,21955095.16
352040,2023,34934,Ilhabela - SP,352,80,1887699.95,3244,39.916666666666664,47.0,47.0,40457782.75,35970320.32,35970320.32,35970320.32
352042,2023,13419,Ilha Comprida - SP,116,33,618265.35,1199,13.25,,,25589000.0,20752551.51,18016098.41,19110742.79
352044,2023,25549,Ilha Solteira - SP,257,91,1293662.79,1928,124.33333333333333,123.0,85.0,40830575.83,41890919.85,41490028.81,40078520.24
352050,2023,255748,Indaiatuba - SP,1721,331,11228743.77,21142,339.8333333333333,488.4166666666667,284.25,317059618.0,290897564.67,275901511.17,273834453.4
352060,2023,5090,Indiana - SP,23,2,159906.32,271,9.0,,,6365822.06,6036732.49,6031367.49,5853362.26
352070,2023,4035,Indiaporã - SP,70,10,493594.77,566,6.5,36.0,4.0,6286102.59,5994291.09,6065928.83,5913525.15
352080,2023,3615,Inúbia Paulista - SP,33,4,260562.11000000002,330,2.0,,,3771548.61,3339438.8,3333845.3,3281919.06
352090,2023,13712,Ipaussu - SP,102,18,816718.61,1128,19.75,49.0,32.166666666666664,12310896.24,12020903.16,11805793.65,11749335.33
352100,2023,36459,Iperó - SP,114,16,902097.23,1622,31.0,15.0,15.0,32391192.1,31702884.66,31024623.42,30214874.98
352110,2023,6831,Ipeúna - SP,35,5,204220.0,311,8.1,1.0,0.0,12777367.75,11854804.38,11558186.47,11519263.28
352115,2023,6761,Ipiguá - SP,74,15,765584.82,730,3.0,,,8342961.36,8016211.37,8016211.37,7989887.47
352120,2023,4046,Iporanga - SP,20,8,80287.28,171,5.0,,,7649000.0,6644942.93,5912675.77,5807107.56
352130,2023,14454,Ipuã - SP,61,17,502752.34,571,60.833333333333336,50.0,43.0,17648800.0,17055996.27,16618210.05,16128570.8
352140,2023,21967,Iracemápolis - SP,91,14,779507.06,866,29.166666666666668,3.0,3.0,30478502.35,17250900.19,17193600.86,15942178.94
352150,2023,6867,Irapuã - SP,51,12,515292.06,570,11.0,,,9421603.83,10366875.21,9806743.73,9608476.94
352160,2023,7085,Irapuru - SP,63,22,447299.32,545,8.666666666666666,,,6653086.0,5364503.53,5321664.12,5209220.56
352170,2023,17983,Itaberá - SP,101,17,720366.8,1036,26.166666666666668,19.0,19.0,19300235.0,18814265.55,18499493.37,18479651.97
352180,2023,25180,Itaí - SP,132,17,1411719.45,1586,24.083333333333332,33.333333333333336,33.166666666666664,32452739.56,30344212.74,29977937.5,29959455.21
352190,2023,16989,Itajobi - SP,127,37,1217434.6199999999,1358,32.25,50.0,35.0,22491538.12,20221315.73,20175862.24,20164481.28
352200,2023,3618,Itaju - SP,30,5,231735.68,367,2.0,,,6189362.45,5450834.48,5450834.48,5450834.48
352210,2023,112476,Itanhaém - SP,994,243,5967650.94,12371,98.41666666666667,182.0,173.5,95697182.0,94730282.04,94581070.68,82536657.05
352215,2023,3422,Itaoca - SP,15,1,65044.399999999994,129,4.0,,,4618025.2,4550970.25,4427662.73,4427662.73
352220,2023,158522,Itapecerica da Serra - SP,979,165,7909618.97,13196,84.33333333333333,702.9166666666666,245.0,87359372.72,87356317.9,87309431.2,84486579.4
352230,2023,157790,Itapetininga - SP,870,161,6239805.78,12176,453.8333333333333,213.75,160.5,149247136.0,140904210.43,139996860.31,138598529.16
352240,2023,89728,Itapeva - SP,736,145,4897689.07,8168,321.5,182.0,134.0,89948578.53,87133170.76,82258932.34,81430588.95
352250,2023,232297,Itapevi - SP,1146,149,11262004.72,20129,124.91666666666667,459.3333333333333,260.0,204789916.67,202089902.42,193958346.31,191601841.77
352260,2023,72022,Itapira - SP,493,86,4296276.24,6718,161.16666666666666,952.0,561.4166666666666,53749000.0,55311737.7,55175171.22,54659100.06
352265,2023,4306,Itapirapuã Paulista - SP,13,1,108444.54000000001,165,7.0,,,5993515.56,5708783.22,5689533.77,5452663.16
352270,2023,39493,Itápolis - SP,543,162,2881856.84,4059,104.25,90.0,64.0,36272695.0,36150083.36,35573873.23,34932888.61
352280,2023,14085,Itaporanga - SP,66,9,841678.2,934,21.166666666666668,42.0,30.0,19615522.72,15339590.55,14998292.56,14828351.29
352290,2023,13659,Itapuí - SP,106,18,777558.55,1120,15.416666666666666,32.083333333333336,32.083333333333336,18555400.0,15942328.54,15942328.54,15942328.54
352300,2023,3979,Itapura - SP,34,14,117751.17,236,5.0,,,5642370.84,4981295.11,4940543.0,4876800.51
352310,2023,369275,Itaquaquecetuba - SP,1419,199,12816203.89,19621,106.66666666666667,298.3333333333333,289.8333333333333,155603418.37,155019485.06,151581262.44,143679040.84
352320,2023,44438,Itararé - SP,173,25,1195059.54,1840,87.75,80.0,53.0,29671876.75,29126272.33,28681124.27,28163035.55
352330,2023,15528,Itariri - SP,110,22,586051.75,1283,12.0,,,18317947.53,16276164.09,16235554.23,15816259.77
352340,2023,121590,Itatiba - SP,714,145,3783126.4,5876,221.16666666666666,148.0,75.0,93251998.54,91296875.43,87017952.39,83195410.87
352350,2023,19070,Itatinga - SP,96,11,1173108.3900000001,1286,21.636363636363637,14.0,7.0,20398709.05,18739603.2,18384565.78,18323445.31
352360,2023,16148,Itirapina - SP,62,9,453740.18,707,29.333333333333332,13.0,13.0,24722887.0,22715657.82,22654642.14,22654642.14
352370,2023,5779,Itirapuã - SP,28,6,275870.12,276,7.0,,,4579840.0,4480217.65,4410807.81,4254371.1
352380,2023,8046,Itobi - SP,43,13,236870.13,409,8.0,,,7013440.45,6601204.52,6665146.38,6684409.49
352390,2023,168240,Itu - SP,882,159,5556232.94,8831,370.5833333333333,540.0833333333334,395.0,194732870.05,190838950.22,187976881.13,180321258.0
352400,2023,70616,Itupeva - SP,272,42,1769433.31,2727,67.58333333333333,88.0,50.0,126442039.77,108397207.96,106845865.97,102045439.92
352410,2023,37571,Ituverava - SP,386,87,2228385.6,3234,226.33333333333334,132.0,62.0,24336217.1,23839745.79,23541869.77,23045197.21
352420,2023,6221,Jaborandi - SP,80,12,596084.63,757,12.583333333333334,17.0,17.0,7796500.0,7218738.4,7214864.73,7107576.33
352430,2023,71821,Jaboticabal - SP,451,109,3926994.14,5607,234.5,288.0,49.0,96102972.59,93410350.61,90188731.37,85390264.18
352440,2023,240275,Jacareí - SP,1827,296,12983634.69,20311,509.0833333333333,455.25,215.16666666666666,210808487.84,208555582.22,202031613.35,200200102.3
352450,2023,7613,Jaci - SP,98,29,817241.37,792,8.333333333333334,216.0,164.83333333333334,5911593.0,5906727.5,5906727.5,5906727.5
352460,2023,16097,Jacupiranga - SP,128,42,777647.29,1300,22.75,,,16248371.0,15513245.66,15495097.91,14757401.83
352470,2023,59347,Jaguariúna - SP,598,133,4007593.98,7118,118.25,102.0,99.0,141846852.49,130325752.62,129928878.74,129355299.6
352480,2023,48776,Jales - SP,421,73,3659802.53,4375,240.0,178.0,126.0,35020396.71,34903549.89,34643812.08,34171124.14
352490,2023,6397,Jambeiro - SP,48,7,265073.06,358,6.0,,,7738521.8,6993766.29,6889168.86,6374606.89
352500,2023,118045,Jandira - SP,417,60,3406927.95,6043,67.25,15.0,0.0,95114882.5,58330842.51,54882462.07,53496765.61
352510,2023,45282,Jardinópolis - SP,274,44,2597027.4899999998,3261,70.16666666666667,,,45381208.56,40485293.01,37023452.57,36052604.27
352520,2023,37535,Jarinu - SP,196,46,1166644.0,1835,29.75,30.0,18.0,41210231.12,41008858.48,39821645.86,39197424.44
352530,2023,133497,Jaú - SP,1569,467,10337895.89,16604,482.5,1048.5833333333333,719.6666666666666,119353286.91,101389575.37,99193438.94,96172179.74
352540,2023,3863,Jeriquara - SP,18,5,173466.14,157,3.0,,,4446050.0,4356677.41,4356677.41,4356677.41
352550,2023,12815,Joanópolis - SP,91,9,812468.61,1192,15.583333333333334,11.0,11.0,10156175.0,10089124.73,10051557.33,9945779.37
352560,2023,4371,João Ramalho - SP,31,10,134664.55,218,6.181818181818182,,,6686690.09,5752954.93,5605345.85,5552265.14
352570,2023,36633,José Bonifácio - SP,438,104,4520605.83,4478,75.91666666666667,67.0,24.5,32095660.29,30359941.56,29512273.42,29160517.61
352580,2023,4254,Júlio Mesquita - SP,44,5,400099.13,544,4.090909090909091,,,4251059.0,4250909.18,4250909.18,3982842.13
352585,2023,3056,Jumirim - SP,5,0,27639.65,37,5.0,,,5292000.0,4586003.3,4574926.87,4561544.97
352590,2023,443221,Jundiaí - SP,2809,527,17168494.34,25889,1853.9166666666667,1078.75,549.25,612214317.19,594491524.63,584582440.9,575426975.78
352600,2023,20448,Junqueirópolis - SP,137,40,1045498.69,1480,36.833333333333336,46.0,25.0,20980184.69,20802438.21,20717463.21,20715768.21
352610,2023,17154,Juquiá - SP,131,40,626280.57,1215,16.0,,,11994914.03,11670139.13,11670139.13,11554306.91
352620,2023,27404,Juquitiba - SP,184,27,1450784.45,2378,17.583333333333332,1.0,1.0,17131007.94,16669617.06,16494646.32,15401345.02
352630,2023,5083,Lagoinha - SP,26,7,237413.46,313,8.25,,,5991735.76,5152744.13,4776552.11,4615305.35
352640,2023,26261,Laranjal Paulista - SP,96,14,1104966.65,1318,97.0,48.0,30.0,26752289.55,26577075.73,26192848.1,25147253.26
352650,2023,9689,Lavínia - SP,49,13,250993.75,447,9.0,,,7071161.74,6835348.35,6758847.65,6624060.96
352660,2023,7171,Lavrinhas - SP,71,24,367616.41,663,9.75,,,7425441.95,7343302.54,7313802.54,7098429.7
352670,2023,98161,Leme - SP,545,133,3551458.76,6022,222.33333333333334,145.0,85.0,95486467.32,94347796.0,92098462.62,90291047.35
352680,2023,66505,Lençóis Paulista - SP,632,139,3902384.27,7216,275.0833333333333,181.0,50.0,49735075.76,49702703.61,49165639.07,48856103.33
352690,2023,291869,Limeira - SP,1690,296,15882621.02,17528,1066.5833333333333,506.6666666666667,239.0,204468890.48,186692909.06,181130264.95,170881137.55
352700,2023,7014,Lindóia - SP,40,6,484352.34,718,17.727272727272727,,,9629127.93,6941178.59,6923206.09,6914451.23
352710,2023,74779,Lins - SP,479,83,2939259.49,4749,580.25,412.5,312.0,58724317.47,50103276.85,48677823.33,46614775.93
352720,2023,84855,Lorena - SP,1052,307,5902648.59,10388,343.0,228.5,107.0,71553425.37,67713942.87,67291413.83,66433332.48
352725,2023,1950,Lourdes - SP,14,2,104836.20999999999,119,4.0,,,5118961.0,4522275.71,4049833.9,4323743.62
352730,2023,51847,Louveira - SP,176,23,1389129.32,2009,47.75,40.0,28.0,127117308.58,120071401.85,109001715.61,108578254.56
352740,2023,20061,Lucélia - SP,114,17,1138413.32,1423,40.166666666666664,36.0,30.0,17038268.52,16331822.3,16246634.9,15628775.64
352750,2023,2372,Lucianópolis - SP,16,1,113531.62,117,3.0,,,5099309.77,4801173.2,4797140.66,4794889.58
352760,2023,12265,Luís Antônio - SP,93,18,716052.72,964,24.833333333333332,,,28145377.56,27309964.19,27118234.93,24891846.67
352770,2023,4701,Luiziânia - SP,46,15,193977.41,334,6.454545454545454,,,6182366.0,5269444.27,5269444.27,5194927.1
352780,2023,3981,Lupércio - SP,27,3,283501.16000000003,393,4.909090909090909,,,4823948.62,4078011.41,4044578.19,3937478.85
352790,2023,2661,Lutécia - SP,34,13,291759.72,306,3.8333333333333335,,,6383645.83,5606042.92,5432817.97,5283794.18
352800,2023,16829,Macatuba - SP,139,17,977762.65,1726,35.916666666666664,31.0,18.0,22576834.33,21667292.31,19974876.47,19953714.66
352810,2023,7481,Macaubal - SP,85,13,806570.28,816,10.666666666666666,15.0,10.0,6026631.6,6017589.67,6013540.87,5880329.57
352820,2023,3963,Macedônia - SP,63,11,472197.67,482,4.0,,,7277417.72,7064715.68,7014069.35,6259065.99
352830,2023,3165,Magda - SP,39,2,425870.93,403,4.0,,,7221352.42,6009998.83,6009998.83,5968560.37
352840,2023,50027,Mairinque - SP,187,24,1640638.32,3043,70.75,,,35977540.0,34639449.73,33350369.33,33051045.34
352850,2023,93853,Mairiporã - SP,296,40,2455992.08,4111,56.333333333333336,59.833333333333336,56.833333333333336,66709098.86,65095631.95,63188840.09,63089195.13
352860,2023,9871,Manduri - SP,44,8,390802.46,554,15.0,,,10845514.23,10074786.22,9870297.08,9622075.17
352870,2023,4573,Marabá Paulista - SP,33,9,277432.13,297,5.0,,,7518920.34,6905947.57,6752883.09,6630396.1
352880,2023,12673,Maracaí - SP,93,23,765979.93,859,16.5,26.0,22.0,17158430.4,17032661.95,16458621.21,16195232.02
352885,2023,3292,Marapoama - SP,23,11,132051.71,173,4.0,,,7699900.0,7297081.75,6766373.05,6454965.57
352890,2023,3513,Mariápolis - SP,29,5,364971.04,421,4.0,,,5293995.0,4913773.2,4913773.2,4913773.2
352900,2023,237627,Marília - SP,2441,456,19881699.31,29989,1048.6666666666667,1026.3333333333333,751.5833333333334,165305065.09,163106687.01,161598193.0,151543948.64
352910,2023,1860,Marinópolis - SP,14,0,134819.18,159,3.0,,,3988010.0,3906180.38,3906180.38,3906180.38
352920,2023,24881,Martinópolis - SP,112,16,1010508.23,1489,46.75,45.0,40.0,21341078.66,21131757.98,20571195.23,19972059.2
352930,2023,79033,Matão - SP,659,164,4922676.4,6927,267.5833333333333,191.83333333333334,124.33333333333333,60710831.08,59605407.78,55616139.21,53892680.44
352940,2023,418261,Mauá - SP,2447,421,17748134.3,33474,332.6666666666667,635.0,320.3333333333333,253442931.88,252394538.38,250134106.43,243222387.9
352950,2023,6159,Mendonça - SP,75,20,792438.01,759,8.0,,,10141833.68,9649689.66,9303123.72,9303123.72
352960,2023,4572,Meridiano - SP,48,10,581106.73,583,7.0,,,7934151.63,7016437.43,7001935.11,6859711.71
352965,2023,1952,Mesópolis - SP,27,5,282220.45,330,2.5,,,4108404.26,5058571.73,3814742.48,4919727.15
352970,2023,19441,Miguelópolis - SP,146,35,889740.88,911,52.5,72.0,51.0,27732304.31,24465162.76,24372116.35,21933313.17
352980,2023,11230,Mineiros do Tietê - SP,101,28,698884.94,1102,13.75,11.0,11.0,13870375.28,11920544.57,11920544.57,11508116.86
